IND : [62.5, 37.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [37.5, 59.38, 3.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 3.12, 71.88, 15.62, 6.25, 3.12, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 3.12, 43.75, 34.38, 18.75, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 20.31, 20.31, 23.44, 35.94, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 1.56, 20.31, 35.94, 42.19, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.34, 11.72, 38.28, 47.66]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 57.03, 27.34, 11.72, 3.91]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.94, 15.62, 29.69, 43.75]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.69, 45.31, 20.31, 4.69]
