IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 75.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 25.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 62.5, 25.0, 12.5, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 12.5, 25.0, 62.5, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 25.0, 50.0, 25.0, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 50.0, 25.0, 0.0]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 25.0, 62.5, 0.0]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.5, 25.0, 12.5, 0.0]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]
