IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 75.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 25.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 62.5, 25.0, 12.5, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 12.5, 25.0, 62.5, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 25.0, 50.0, 25.0, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.62, 34.38, 21.88, 3.12]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.75, 31.25, 43.75, 6.25]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.12, 9.38, 9.38, 78.12]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.5, 25.0, 25.0, 12.5]
