IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 87.58, 12.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 12.42, 74.91, 12.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 43.75, 37.56, 18.69, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 12.67, 25.02, 24.86, 37.46, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 18.57, 37.59, 43.85, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.5, 34.43, 21.94, 3.13]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.8, 31.06, 43.82, 6.32]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.11, 9.42, 9.39, 78.09]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.59, 25.09, 24.85, 12.46]
