IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 75.08, 24.92, 0.0, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 24.92, 75.08, 0.0, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.99, 50.01, 0.0]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.92, 25.09, 49.99, 0.0]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.08, 24.92, 0.0, 0.0]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]
