IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 75.28, 24.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 24.72, 75.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 62.56, 24.94, 12.5, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 12.39, 24.81, 62.81, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 25.05, 50.26, 24.69, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.34, 37.3, 24.84, 12.53]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.47, 25.18, 37.41, 24.93]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 56.03, 18.79, 18.86, 6.32]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.16, 18.72, 18.89, 56.22]
