IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 74.72, 25.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 25.28, 74.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 62.54, 25.0, 12.45, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 12.61, 24.88, 62.51, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 24.85, 50.12, 25.04, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.75, 50.07, 25.19, 0.0]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.59, 24.85, 62.56, 0.0]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.66, 25.08, 12.26, 0.0]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]
