IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 74.82, 25.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 25.18, 74.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 62.76, 24.71, 12.53, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 12.47, 25.06, 62.47, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 24.77, 50.23, 25.0, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.79, 34.46, 21.66, 3.1]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.65, 31.38, 43.96, 6.02]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.23, 9.28, 9.29, 78.2]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.34, 24.89, 25.1, 12.68]
