IND : [100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 0.0, 74.86, 25.14, 0.0, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.0, 25.14, 74.86, 0.0, 0.0, 0.0, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.15, 49.88, 24.97, 0.0]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.63, 24.86, 62.52, 0.0]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.22, 25.27, 12.51, 0.0]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]
