IND : [62.58, 37.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
SA  : [37.42, 59.39, 3.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
AUS : [0.0, 3.19, 65.56, 17.1, 12.58, 1.57, 0.0, 0.0, 0.0, 0.0]
NZ  : [0.0, 0.0, 15.54, 53.17, 21.91, 9.39, 0.0, 0.0, 0.0, 0.0]
AFG : [0.0, 0.0, 14.91, 19.65, 41.38, 24.06, 0.0, 0.0, 0.0, 0.0]
PAK : [0.0, 0.0, 0.8, 10.08, 24.14, 49.48, 12.46, 3.04, 0.0, 0.0]
BAN : [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.38, 11.76, 38.23, 47.62]
SL  : [0.0, 0.0, 0.0, 0.0, 0.0, 6.23, 50.91, 27.26, 11.75, 3.85]
ENG : [0.0, 0.0, 0.0, 0.0, 0.0, 4.61, 7.78, 14.12, 29.78, 43.71]
NED : [0.0, 0.0, 0.0, 0.0, 0.0, 4.66, 26.47, 43.82, 20.23, 4.82]
